Filename,Width x height,Exposure,Aperture,ISO,Focal length,Time
DSC_4293.JPG,6000x4000,1/100 sec,F9.0,100,300,11:22:10
DSC_4294.JPG,6000x4000,1/100 sec,F9.0,100,300,11:22:13
DSC_4295.JPG,6000x4000,1/100 sec,F9.0,100,300,11:22:15
DSC_4296.JPG,6000x4000,1/60 sec,F9.0,100,300,11:22:23
DSC_4297.JPG,6000x4000,1/60 sec,F9.0,100,300,11:22:24
DSC_4302.JPG,6000x4000,1/100 sec,F9.0,100,300,11:37:35
DSC_4303.JPG,6000x4000,1/100 sec,F9.0,100,300,11:38:55
DSC_4304.JPG,6000x4000,1/100 sec,F9.0,100,300,11:38:55
DSC_4305.JPG,6000x4000,1/100 sec,F9.0,100,300,11:38:57
DSC_4306.JPG,6000x4000,1/60 sec,F9.0,100,300,11:39:03
DSC_4307.JPG,6000x4000,1/60 sec,F9.0,100,300,11:39:03
DSC_4308.JPG,6000x4000,1/60 sec,F9.0,100,300,11:46:19
DSC_4309.JPG,6000x4000,1/60 sec,F9.0,100,300,11:46:20
DSC_4310.JPG,6000x4000,1/60 sec,F9.0,100,300,11:46:21
DSC_4311.JPG,6000x4000,1/100 sec,F9.0,100,300,11:46:30
DSC_4312.JPG,6000x4000,1/100 sec,F9.0,100,300,11:46:31
DSC_4313.JPG,6000x4000,1/100 sec,F9.0,100,300,11:46:33
DSC_4316.JPG,6000x4000,1/60 sec,F9.0,100,300,11:46:55
DSC_4317.JPG,6000x4000,1/60 sec,F9.0,100,300,11:46:57
DSC_4318.JPG,6000x4000,1/60 sec,F9.0,100,300,11:46:58
DSC_4319.JPG,6000x4000,1/60 sec,F9.0,100,300,11:46:58
DSC_4320.JPG,6000x4000,1/60 sec,F9.0,100,300,11:46:58
DSC_4321.JPG,6000x4000,1/60 sec,F9.0,100,300,11:47:03
DSC_4322.JPG,6000x4000,1/60 sec,F9.0,100,300,11:47:04
DSC_4323.JPG,6000x4000,1/60 sec,F9.0,100,300,11:47:04
DSC_4326.JPG,6000x4000,1/100 sec,F9.0,100,300,11:48:25
DSC_4327.JPG,6000x4000,1/100 sec,F9.0,100,300,11:48:25
DSC_4328.JPG,6000x4000,1/100 sec,F9.0,100,300,11:48:26
DSC_4329.JPG,6000x4000,1/60 sec,F9.0,100,300,11:48:36
DSC_4330.JPG,6000x4000,1/60 sec,F9.0,100,300,11:48:37
DSC_4331.JPG,6000x4000,1/60 sec,F9.0,100,300,11:48:37
DSC_4336.JPG,6000x4000,1/60 sec,F9.0,100,300,11:57:02
DSC_4337.JPG,6000x4000,1/60 sec,F9.0,100,300,11:57:04
DSC_4338.JPG,6000x4000,1/60 sec,F9.0,100,300,11:57:16
DSC_4339.JPG,6000x4000,1/60 sec,F9.0,100,300,11:57:19
DSC_4340.JPG,6000x4000,1/100 sec,F9.0,100,300,11:57:26
DSC_4341.JPG,6000x4000,1/100 sec,F9.0,100,300,11:57:26
DSC_4343.JPG,6000x4000,1/100 sec,F9.0,100,300,12:03:06
DSC_4344.JPG,6000x4000,1/60 sec,F9.0,100,300,12:03:42
DSC_4345.JPG,6000x4000,1/60 sec,F9.0,100,300,12:03:43
DSC_4346.JPG,6000x4000,1/60 sec,F9.0,100,300,12:08:57
DSC_4347.JPG,6000x4000,1/60 sec,F9.0,100,300,12:08:57
DSC_4348.JPG,6000x4000,1/60 sec,F9.0,100,300,12:08:59
DSC_4349.JPG,6000x4000,1/100 sec,F9.0,100,300,12:09:11
DSC_4350.JPG,6000x4000,1/100 sec,F9.0,100,300,12:09:40
DSC_4351.JPG,6000x4000,1/100 sec,F9.0,100,300,12:09:43
DSC_4353.JPG,6000x4000,1/100 sec,F9.0,100,300,12:09:45
DSC_4354.JPG,6000x4000,1/60 sec,F9.0,100,300,12:09:53
DSC_4355.JPG,6000x4000,1/60 sec,F9.0,100,300,12:16:26
DSC_4356.JPG,6000x4000,1/60 sec,F9.0,100,300,12:16:33
DSC_4357.JPG,6000x4000,1/60 sec,F9.0,100,300,12:16:34
DSC_4358.JPG,6000x4000,1/100 sec,F9.0,100,300,12:16:47
DSC_4361.JPG,6000x4000,1/100 sec,F9.0,100,300,12:17:15
DSC_4362.JPG,6000x4000,1/100 sec,F9.0,100,300,12:17:16
DSC_4363.JPG,6000x4000,1/60 sec,F9.0,100,300,12:17:24
DSC_4364.JPG,6000x4000,1/60 sec,F9.0,100,300,12:17:25
DSC_4365.JPG,6000x4000,1/60 sec,F9.0,100,300,12:21:25
DSC_4366.JPG,6000x4000,1/60 sec,F9.0,100,300,12:21:27
DSC_4367.JPG,6000x4000,1/60 sec,F9.0,100,300,12:22:05
DSC_4368.JPG,6000x4000,1/60 sec,F9.0,100,300,12:22:05
DSC_4369.JPG,6000x4000,1/60 sec,F9.0,100,300,12:22:08
DSC_4370.JPG,6000x4000,1/100 sec,F9.0,100,300,12:22:18
DSC_4371.JPG,6000x4000,1/100 sec,F9.0,100,300,12:22:19
DSC_4372.JPG,4000x6000,1/100 sec,F9.0,100,300,12:29:53
DSC_4373.JPG,4000x6000,1/100 sec,F9.0,100,300,12:29:54
DSC_4376.JPG,4000x6000,1/60 sec,F9.0,100,300,12:30:04
DSC_4377.JPG,4000x6000,1/60 sec,F9.0,100,300,12:30:05
DSC_4378.JPG,4000x6000,1/60 sec,F9.0,100,300,12:30:06
DSC_4379.JPG,4000x6000,1/60 sec,F9.0,100,300,12:30:06
DSC_4380.JPG,4000x6000,1/60 sec,F9.0,100,300,12:37:24
DSC_4381.JPG,4000x6000,1/60 sec,F9.0,100,300,12:37:25
DSC_4382.JPG,4000x6000,1/100 sec,F9.0,100,300,12:40:47
DSC_4383.JPG,4000x6000,1/100 sec,F9.0,100,300,12:40:49
DSC_4384.JPG,4000x6000,1/60 sec,F9.0,100,300,12:41:00
DSC_4385.JPG,4000x6000,1/60 sec,F9.0,100,300,12:41:01
DSC_4386.JPG,4000x6000,1/60 sec,F9.0,100,300,12:46:51
DSC_4387.JPG,4000x6000,1/60 sec,F9.0,100,300,12:46:53
DSC_4388.JPG,4000x6000,1/60 sec,F9.0,100,300,12:46:56
DSC_4389.JPG,4000x6000,1/100 sec,F9.0,100,300,12:47:02
DSC_4390.JPG,4000x6000,1/100 sec,F9.0,100,300,12:47:03
DSC_4391.JPG,4000x6000,1/100 sec,F9.0,100,300,12:47:06
DSC_4392.JPG,4000x6000,1/100 sec,F9.0,100,300,12:47:07
DSC_4393.JPG,4000x6000,1/100 sec,F9.0,100,300,12:53:46
DSC_4394.JPG,4000x6000,1/100 sec,F9.0,100,300,12:53:47
DSC_4395.JPG,4000x6000,1/100 sec,F9.0,100,300,12:54:16
DSC_4396.JPG,4000x6000,1/100 sec,F9.0,100,300,12:54:17
DSC_4397.JPG,4000x6000,1/60 sec,F9.0,100,300,12:54:23
DSC_4398.JPG,4000x6000,1/60 sec,F9.0,100,300,12:54:23
DSC_4399.JPG,4000x6000,1/60 sec,F9.0,100,300,12:54:24
DSC_4400.JPG,4000x6000,1/60 sec,F9.0,100,300,12:57:23
DSC_4401.JPG,4000x6000,1/60 sec,F9.0,100,300,12:57:24
DSC_4405.JPG,4000x6000,1/100 sec,F9.0,100,300,12:58:05
DSC_4406.JPG,4000x6000,1/100 sec,F9.0,100,300,12:58:05
DSC_4407.JPG,4000x6000,1/100 sec,F9.0,100,300,13:05:10
DSC_4408.JPG,4000x6000,1/100 sec,F9.0,100,300,13:05:11
DSC_4409.JPG,4000x6000,1/80 sec,F9.0,100,300,13:05:22
DSC_4410.JPG,4000x6000,1/80 sec,F9.0,100,300,13:05:22
DSC_4411.JPG,4000x6000,1/80 sec,F9.0,100,300,13:05:47
DSC_4412.JPG,4000x6000,1/80 sec,F9.0,100,300,13:05:48
DSC_4413.JPG,4000x6000,1/60 sec,F9.0,100,300,13:12:22
DSC_4414.JPG,4000x6000,1/60 sec,F9.0,100,300,13:12:25
DSC_4415.JPG,4000x6000,1/100 sec,F9.0,100,300,13:12:29
DSC_4416.JPG,4000x6000,1/100 sec,F9.0,100,300,13:12:32
DSC_4417.JPG,4000x6000,1/100 sec,F9.0,100,300,13:13:21
DSC_4418.JPG,4000x6000,1/100 sec,F9.0,100,300,13:13:22
DSC_4419.JPG,4000x6000,1/60 sec,F9.0,100,300,13:13:27
DSC_4420.JPG,4000x6000,1/60 sec,F9.0,100,300,13:13:28
DSC_4421.JPG,4000x6000,1/60 sec,F9.0,100,300,13:18:37
DSC_4422.JPG,4000x6000,1/60 sec,F9.0,100,300,13:18:37
DSC_4423.JPG,4000x6000,1/100 sec,F9.0,100,300,13:18:53
DSC_4424.JPG,4000x6000,1/100 sec,F9.0,100,300,13:18:54
DSC_4425.JPG,4000x6000,1/100 sec,F9.0,100,300,13:20:22
DSC_4426.JPG,4000x6000,1/100 sec,F9.0,100,300,13:20:22
DSC_4427.JPG,4000x6000,1/60 sec,F9.0,100,300,13:20:30
DSC_4428.JPG,4000x6000,1/60 sec,F9.0,100,300,13:20:30
DSC_4429.JPG,4000x6000,1/60 sec,F9.0,100,280,13:24:40
DSC_4430.JPG,4000x6000,1/60 sec,F9.0,100,280,13:24:41
DSC_4431.JPG,4000x6000,1/100 sec,F9.0,100,280,13:24:47
DSC_4432.JPG,4000x6000,1/100 sec,F9.0,100,280,13:24:48
DSC_4433.JPG,4000x6000,1/100 sec,F9.0,100,300,13:27:07
DSC_4434.JPG,4000x6000,1/100 sec,F9.0,100,300,13:27:08
DSC_4435.JPG,4000x6000,1/100 sec,F9.0,100,300,13:27:08
DSC_4436.JPG,4000x6000,1/100 sec,F9.0,100,300,13:27:08
DSC_4437.JPG,4000x6000,1/60 sec,F9.0,100,300,13:27:24
DSC_4438.JPG,4000x6000,1/60 sec,F9.0,100,300,13:27:25
DSC_4439.JPG,4000x6000,1/60 sec,F9.0,100,300,13:29:49
DSC_4440.JPG,4000x6000,1/60 sec,F9.0,100,300,13:29:50
DSC_4441.JPG,4000x6000,1/100 sec,F9.0,100,300,13:29:59
DSC_4442.JPG,4000x6000,1/100 sec,F9.0,100,300,13:30:00
DSC_4443.JPG,4000x6000,1/100 sec,F9.0,100,300,13:32:41
DSC_4444.JPG,4000x6000,1/100 sec,F9.0,100,300,13:32:42
